head,relation,tail
526,3,6765
6839,4,6030
1278,1,3060
2579,0,4841
2579,0,5888
1900,1,2873
993,1,2735
586,3,6368
2579,0,5137
2550,1,2735
2233,1,2942
251,3,6292
903,0,7028
6629,4,84
2579,0,4373
221,3,6869
627,3,6533
2331,1,2994
459,3,6866
2579,0,4144
510,3,6736
513,3,6330
178,3,6520
501,3,6681
1244,0,6080
2579,0,5414
6549,4,3244
1027,0,3180
2859,2,634
2579,0,5546
1378,0,7170
2579,0,4331
495,3,6406
3049,2,624
698,0,3260
6239,4,37
410,3,6693
618,3,6597
2214,1,3064
6728,4,6139
2579,0,4280
537,3,6895
252,3,6470
608,3,6292
2442,1,3030
2605,0,3301
460,3,6611
3004,2,223
2517,1,2848
568,3,6632
148,3,6307
2972,2,307
409,3,6377
6410,4,5905
1156,0,5904
1960,0,6146
2278,1,3064
580,3,6616
2579,0,3909
333,3,6797
624,3,6285
2847,2,647
573,3,6177
2394,1,3056
1977,0,5909
1714,0,6074
598,3,6743
1276,1,3049
2579,0,4250
2422,1,2979
1456,0,5990
6175,4,6016
2579,0,4045
875,1,3112
6489,4,3229
2579,0,4648
604,3,6827
2802,2,332
2579,0,5410
2481,1,2856
2649,0,3263
1550,1,3064
6579,4,84
6314,4,3228
392,3,6507
296,3,6782
2579,0,4378
6253,4,6087
1883,1,2882
2579,0,3442
258,3,6677
296,3,6609
2299,1,3005
655,3,6674
2579,0,3600
409,3,6671
2579,0,5236
2881,2,634
2579,0,4382
2579,0,5635
2579,0,3557
2579,0,4779
2579,0,4146
6884,4,6030
1132,0,7434
151,3,6434
1338,0,6075
437,3,6503
455,3,6419
2356,0,61
104,3,6554
1463,0,5990
3056,2,196
1352,0,6994
2579,0,5519
2579,0,4551
254,3,6200
1118,1,2873
352,3,6859
6311,4,3183
6267,4,6087
248,3,6914
1065,1,3065
2579,0,5433
527,3,6584
2579,0,4926
488,3,6691
1524,1,3092
868,1,3112
1251,1,3092
2579,0,5123
272,3,6378
6542,4,3228
2454,1,2841
1442,1,2880
1312,1,3112
491,3,6525
2579,0,4225
2675,0,7476
259,3,6452
527,3,6693
716,1,3092
2458,0,6074
2704,2,240
502,3,6408
504,3,6737
2845,2,651
901,1,3112
6769,4,7109
2578,0,7209
1126,0,7186
588,3,6601
2995,2,250
6854,4,6030
2942,2,432
2977,2,183
261,3,6384
2382,1,3105
2579,0,4778
634,3,6177
413,3,6438
152,3,6759
2036,1,3100
2579,0,3985
2821,2,174
2579,0,4510
545,3,6194
2579,0,3671
1227,0,6075
904,0,7019
2349,1,3060
2579,0,3791
6880,4,6030
359,3,6207
2470,0,91
119,3,6380
489,3,6357
593,3,6790
396,3,6515
1889,0,6001
486,3,6591
6309,4,3228
392,3,6552
355,3,6453
2972,2,144
1078,1,2979
2586,1,3011
1093,1,2699
618,3,6263
607,3,6330
2579,0,5366
2428,1,3092
2158,1,3087
6900,4,84
123,3,6555
6393,4,5917
603,3,6612
168,3,6682
161,3,6770
6494,4,47
2579,0,4340
587,3,6492
421,3,6199
203,3,6509
98,3,6608
2579,0,3830
471,3,6897
6723,4,6037
6383,4,6037
2393,0,3354
1435,0,6005
612,3,6518
6790,4,3228
1079,1,2880
409,3,6920
501,3,6418
2579,0,5689
2579,0,4730
482,3,6580
2579,0,5243
2579,0,4344
510,3,6612
1919,0,5977
2579,0,4578
235,3,6192
6672,4,6037
772,0,3323
278,3,6799
2579,0,3924
2579,0,4266
1427,0,5999
474,3,6950
2383,1,3056
1430,1,2894
1863,0,5967
2579,0,3812
2942,2,145
953,0,3264
2579,0,5526
678,0,3350
479,3,6290
394,3,6171
243,3,6284
357,3,6292
205,3,6221
339,3,6526
1253,0,11
6573,4,3162
503,3,6534
2579,0,5524
6801,4,3228
1019,1,2951
607,3,6739
2370,0,7087
2190,0,3238
153,3,6674
2579,0,3625
2579,0,3885
1819,1,3105
6728,4,3183
2579,0,4498
330,3,6177
359,3,6433
616,3,6613
120,3,6578
1722,1,2813
593,3,6530
1844,0,5988
178,3,6620
2579,0,3744
594,3,6923
6354,4,21
6564,4,7108
6382,4,6037
468,3,6510
2142,1,3087
2579,0,4247
639,3,6431
2579,0,4555
1168,0,5902
2831,2,116
593,3,6518
134,3,6935
2579,0,3894
2075,1,3092
497,3,6215
2051,0,7134
417,3,6555
2579,0,3962
739,0,7153
296,3,6748
6285,4,71
2579,0,3728
6276,4,54
2579,0,4383
619,3,6582
6685,4,54
1661,0,42
2579,0,5385
2579,0,5780
306,3,6857
278,3,6786
199,3,6623
6323,4,48
2125,1,2767
2088,0,7220
2601,0,7201
2531,0,5928
2186,1,3068
2643,1,2842
2579,0,5005
2579,0,5492
507,3,6362
599,3,6867
2579,0,5614
514,3,6215
3064,2,644
2579,0,4065
2579,0,3773
3100,2,594
243,3,6935
642,3,6483
2579,0,4248
391,3,6663
2579,0,3576
2579,0,3829
626,3,6271
149,3,6937
2579,0,4117
556,3,6903
2675,1,2962
476,3,6941
1994,1,3029
2579,0,4364
2579,0,5109
2193,0,7216
1204,0,3265
818,0,7364
495,3,6427
620,3,6284
2372,1,2947
562,3,6434
852,0,7364
144,3,6913
694,0,7172
483,3,6442
650,3,6270
2579,0,4036
107,3,6375
2579,0,5507
395,3,6482
600,3,6521
1967,1,3105
2808,2,555
1130,1,2704
169,3,6548
2738,2,260
2666,0,3115
382,3,6215
2579,0,4164
3051,2,652
6641,4,7108
2579,0,4105
493,3,6683
234,3,6584
968,1,2735
2348,0,3393
2579,0,3696
607,3,6618
341,3,6906
6445,4,6139
533,3,6292
2579,0,4042
352,3,6698
2993,2,105
367,3,6944
230,3,6356
6522,4,7108
2579,0,4067
207,3,6413
1383,0,7170
603,3,6697
2234,1,3064
2579,0,5258
683,0,7204
2046,0,3230
491,3,6611
2579,0,5657
6748,4,3183
409,3,6961
939,0,7389
633,3,6725
308,3,6344
359,3,6588
535,3,6357
506,3,6780
453,3,6610
819,0,7364
513,3,6196
234,3,6500
1052,1,2882
417,3,6771
527,3,6625
195,3,6170
117,3,6518
1784,0,5990
382,3,6264
6622,4,6139
1740,1,2862
2345,0,3136
6547,4,3183
1051,1,3104
1806,1,2880
336,3,6737
523,3,6374
6650,4,3145
519,3,6417
2911,2,609
199,3,6362
2458,0,6078
2579,0,4187
2579,0,4055
2716,2,608
622,3,6510
2335,1,3109
936,1,2838
6300,4,6037
465,3,6713
335,3,6941
1367,1,2882
2579,0,5667
461,3,6515
599,3,6495
410,3,6879
628,3,6502
2579,0,3913
2579,0,3624
1566,1,2979
296,3,6500
2579,0,4787
2222,0,7364
6307,4,3228
258,3,6548
603,3,6195
265,3,6434
6717,4,3183
1434,1,2894
2579,0,3636
417,3,6518
2579,0,3870
417,3,6571
6816,4,6030
481,3,6605
2579,0,5037
429,3,6402
2579,0,5063
2423,0,7004
2579,0,4793
182,3,6215
1363,0,6050
1080,1,2856
2579,0,4531
2895,2,157
357,3,6464
2852,2,476
339,3,6484
2579,0,4533
1871,1,2894
607,3,6572
1670,0,3269
2579,0,4435
2579,0,5216
2113,0,6977
533,3,6483
2579,0,4882
489,3,6206
2579,0,5161
1166,0,5902
480,3,6397
2912,2,424
2705,2,178
339,3,6417
915,1,3112
474,3,6739
945,1,2979
2706,2,178
1132,0,7435
584,3,6572
241,3,6483
655,3,6645
353,3,6849
573,3,6899
175,3,6751
2579,0,4393
2579,0,5786
335,3,6445
853,0,6162
378,3,6510
353,3,6871
491,3,6232
3056,2,431
1770,0,5990
2349,0,6986
448,3,6934
518,3,6563
573,3,6330
1454,0,5990
2657,0,5909
3049,2,533
579,3,6660
2476,0,3123
2579,0,3500
2579,0,3641
2579,0,5259
2142,1,2848
308,3,6611
612,3,6595
2579,0,4864
2579,0,5175
2307,1,3038
2579,0,4149
585,3,6528
296,3,6504
191,3,6210
6791,4,7106
599,3,6344
2035,1,2970
585,3,6933
185,3,6344
2579,0,4462
1466,1,3087
2579,0,5009
6669,4,7107
2579,0,5586
357,3,6439
2897,2,157
2579,0,5504
2062,1,3092
2876,2,123
6535,4,6090
2336,0,3387
339,3,6661
204,3,6317
119,3,6765
2579,0,5387
3105,2,330
6342,4,3244
2229,0,7364
2579,0,4403
866,1,3112
276,3,6764
236,3,6740
6259,4,3223
479,3,6920
417,3,6889
156,3,6434
2187,1,3112
1678,1,3092
2579,0,5709
593,3,6638
2579,0,5470
2033,0,7347
6489,4,7106
451,3,6624
191,3,6269
494,3,6702
1536,1,3087
2579,0,4030
6614,4,54
479,3,6780
2579,0,4423
2138,0,45
2897,2,494
2579,0,5505
6899,4,6037
994,1,2974
455,3,6627
3019,2,157
2935,2,260
2579,0,5351
2579,0,5548
1959,0,3138
2275,0,6074
6213,4,71
6691,4,3228
2579,0,3902
2579,0,4244
2579,0,4633
170,3,6765
6724,4,54
6818,4,6030
140,3,6717
6767,4,5918
2579,0,5637
2971,2,335
2579,0,4621
2036,0,3354
2579,0,4388
2579,0,4050
494,3,6556
2579,0,3833
2579,0,4559
1867,0,5967
2344,0,3136
976,0,3264
6350,4,6016
690,1,2957
493,3,6698
2579,0,5556
175,3,6357
2579,0,3999
3041,2,148
6524,4,5905
2579,0,3427
117,3,6595
2579,0,4837
735,1,3092
1452,1,2880
1223,0,6071
2413,0,7402
267,3,6577
1971,0,3384
296,3,6793
795,1,3064
518,3,6820
2579,0,4742
1212,0,3265
259,3,6195
451,3,6780
6935,4,3223
6873,4,54
1313,1,3092
2033,1,3087
1155,0,5902
2579,0,4090
3049,2,104
1258,0,3310
427,3,6592
2579,0,4313
453,3,6195
6415,4,6086
2579,0,4249
2579,0,4898
183,3,6264
2424,1,3092
2579,0,3542
2579,0,3661
2579,0,5256
601,3,6525
437,3,6419
1201,1,2847
2579,0,4159
639,3,6430
616,3,6627
6636,4,7108
489,3,6800
505,3,6293
778,1,3087
6339,4,3244
2885,2,348
2579,0,4165
616,3,6783
993,1,2709
2105,1,2883
3047,2,550
1157,1,3062
6205,4,3244
6807,4,7108
2742,2,479
252,3,6346
2579,0,4231
471,3,6495
2916,2,595
485,3,6390
111,3,6705
442,3,6292
454,3,6502
2579,0,3590
2579,0,4534
919,1,3112
2848,2,573
1040,1,3000
231,3,6220
1656,0,7395
2579,0,3581
6374,4,3183
339,3,6338
6477,4,3228
1934,0,5988
212,3,6728
2897,2,498
2655,0,3307
2024,0,7291
459,3,6727
856,1,2880
486,3,6584
396,3,6844
2579,0,3823
1933,0,5980
303,3,6206
276,3,6270
6521,4,6006
6383,4,5905
2494,1,2713
2579,0,4683
6758,4,54
268,3,6380
569,3,6431
255,3,6479
412,3,6760
601,3,6601
559,3,6385
2916,2,108
2458,0,6073
108,3,6652
474,3,6860
2317,0,5937
2459,1,2767
2456,0,6073
191,3,6267
1449,0,5989
2196,1,2942
453,3,6525
2064,0,6976
2579,0,3881
1426,0,5990
6508,4,3228
2579,0,3691
2579,0,5251
700,0,3332
460,3,6344
6445,4,3183
2579,0,3619
6967,4,54
2579,0,5594
594,3,6817
481,3,6417
1930,1,2873
359,3,6782
235,3,6780
2685,0,7093
1743,1,2887
2579,0,4049
1356,0,3264
2091,0,7125
618,3,6330
466,3,6727
417,3,6624
272,3,6348
1332,0,7005
6961,4,7108
189,3,6755
2577,0,7209
2664,1,2905
568,3,6919
641,3,6953
917,0,7061
6733,4,3162
6661,4,7109
1677,0,3152
6904,4,54
634,3,6899
569,3,6432
2176,0,3251
2579,0,4638
2579,0,4893
2579,0,3803
185,3,6415
272,3,6169
1127,1,3055
226,3,6701
1563,1,2979
6734,4,3162
6170,4,3156
2847,2,363
416,3,6598
1172,0,5904
391,3,6565
642,3,6292
2579,0,3871
2927,2,438
637,3,6432
1900,0,5994
479,3,6192
2579,0,5844
472,3,6732
667,0,7265
1277,0,7361
2579,0,4023
618,3,6362
2632,0,7300
1370,1,2770
2579,0,5885
2709,2,376
2579,0,3768
634,3,6632
2451,0,7280
2579,0,4946
2579,0,5560
2579,0,5697
485,3,6799
119,3,6767
2848,2,320
6239,4,71
1611,1,2959
622,3,6414
568,3,6586
1684,1,2951
117,3,6968
2579,0,4994
1114,1,3056
626,3,6894
834,1,3112
513,3,6419
104,3,6479
163,3,6578
6385,4,5905
1068,1,2923
2579,0,5307
2848,2,546
2579,0,5735
6791,4,3228
2269,0,7455
1161,1,2735
2984,2,575
133,3,6284
2579,0,3699
1446,0,5961
2579,0,3990
268,3,6766
519,3,6284
1168,0,5904
336,3,6971
2579,0,4071
564,3,6483
1448,1,2880
259,3,6185
1285,0,7362
2768,2,605
563,3,6418
1714,0,6073
6494,4,3364
6683,4,6016
2642,0,7447
2109,0,3327
241,3,6292
191,3,6348
2579,0,5806
777,1,3087
2579,0,3505
2579,0,4224
1366,0,6074
2579,0,4737
510,3,6741
2579,0,4933
393,3,6292
2579,0,5018
377,3,6743
6648,4,7106
272,3,6767
860,0,7364
1609,1,2959
1091,0,6044
6958,4,6089
871,0,7012
499,3,6698
455,3,6632
6690,4,6037
641,3,6780
579,3,6896
6306,4,3145
6805,4,7108
483,3,6534
193,3,6885
1893,1,2882
1348,0,7113
2513,1,2880
831,0,7288
339,3,6185
417,3,6825
399,3,6200
2579,0,5262
503,3,6964
634,3,6961
2870,2,583
419,3,6387
437,3,6561
489,3,6825
2579,0,4949
6243,4,3228
2579,0,3732
495,3,6964
2419,0,3153
1304,0,6052
2579,0,3927
1338,0,6073
2031,1,2960
1285,1,3105
2848,2,298
586,3,6744
205,3,6175
642,3,6439
2025,1,3056
641,3,6825
468,3,6507
266,3,6676
2579,0,5774
6343,4,5917
178,3,6434
930,1,3112
393,3,6291
848,0,3193
1664,1,3064
643,3,6483
6276,4,7108
1931,1,2894
6448,4,71
151,3,6299
1256,1,2880
1215,0,3265
2355,1,3064
986,1,2842
2579,0,4786
731,1,2957
1286,1,2974
1741,1,2979
6511,4,5917
6891,4,7109
104,3,6304
6448,4,7106
6674,4,7108
380,3,6508
2579,0,3790
373,3,6911
3022,2,550
2811,2,555
6671,4,7106
379,3,6495
474,3,6597
2320,1,2955
6701,4,6016
439,3,6237
479,3,6963
2579,0,4771
396,3,6845
6859,4,6030
1525,0,60
2579,0,3426
353,3,6833
337,3,6185
6545,4,3183
2579,0,4317
1641,1,3064
992,1,2709
2652,0,7410
2984,2,494
2954,2,646
411,3,6701
2429,0,87
474,3,6899
796,0,7337
1534,0,3217
1664,0,7398
308,3,6697
6411,4,3223
183,3,6476
2579,0,5721
2638,1,2902
568,3,6290
6634,4,6087
2579,0,4520
2609,0,7304
3049,2,569
1165,0,5904
132,3,6944
579,3,6184
961,0,3264
2371,1,2956
207,3,6510
1128,1,2712
1877,0,5950
829,0,7364
2463,1,2923
2707,2,110
215,3,6595
1516,0,7122
2579,0,4000
6404,4,5905
2176,1,3064
2579,0,5077
416,3,6956
1046,1,2944
634,3,6297
1146,0,5902
1486,0,6051
460,3,6697
6476,4,7109
104,3,6530
2579,0,5007
682,0,3295
527,3,6797
2880,2,418
2512,0,3124
2669,1,2978
117,3,6490
222,3,6267
6838,4,6030
2579,0,4562
1298,1,2873
826,0,7364
2579,0,5190
2579,0,4759
6567,4,7108
2579,0,4940
6849,4,6030
6259,4,5918
2579,0,5494
2291,0,7468
333,3,6642
6509,4,3145
418,3,6510
219,3,6689
1737,1,3000
1266,0,72
1925,1,2873
442,3,6479
3045,2,642
6304,4,3364
1141,0,5902
1968,0,7457
599,3,6612
2598,1,2848
810,0,3264
6669,4,54
2229,1,2942
471,3,6502
1640,0,6101
633,3,6453
2100,1,3087
376,3,6243
391,3,6925
2579,0,3516
2579,0,4612
618,3,6610
708,0,3250
2078,0,7385
2925,2,401
588,3,6611
214,3,6555
1406,1,2880
474,3,6920
6415,4,3223
110,3,6318
534,3,6608
1706,1,3064
6645,4,3228
228,3,6944
2958,2,106
1129,0,7186
1097,0,7383
1250,1,3100
2579,0,3519
2847,2,638
618,3,6755
108,3,6287
1256,0,3194
2265,1,2959
2470,1,3064
990,0,3264
1922,0,5987
6494,4,7108
483,3,6946
163,3,6576
2579,0,4183
523,3,6625
240,3,6514
486,3,6169
789,1,2925
1895,1,2880
599,3,6496
1078,1,3105
2579,0,3606
1996,0,3384
1898,1,2873
1504,1,3064
1138,1,2951
6433,4,3362
2847,2,132
585,3,6682
899,0,7040
650,3,6267
2919,2,634
6727,4,6037
147,3,6674
287,3,6194
618,3,6595
2022,1,3097
6971,4,3225
6787,4,5917
2886,2,534
463,3,6370
2572,1,3087
1248,1,3005
995,1,2735
376,3,6697
588,3,6510
975,0,3264
1289,0,6071
601,3,6319
2579,0,4013
823,1,2713
2749,2,479
908,0,7044
6669,4,6087
1582,1,2884
2584,1,2842
472,3,6578
6825,4,6030
2849,2,548
1904,1,2894
518,3,6515
451,3,6571
1261,1,3004
2579,0,4705
2579,0,5613
409,3,6739
1121,1,2880
545,3,6970
2456,0,6076
370,3,6772
634,3,6454
857,0,51
2848,2,289
612,3,6627
2579,0,5463
3077,2,521
2579,0,4306
2579,0,4606
6508,4,7109
6354,4,6037
125,3,6577
1510,1,2871
1817,1,2880
2884,2,653
2543,0,17
1284,1,3000
618,3,6745
291,3,6213
382,3,6231
6490,4,7118
581,3,6813
2579,0,3428
2579,0,4540
2579,0,4174
2579,0,4268
6559,4,3185
586,3,6389
1878,0,5949
166,3,6206
2579,0,3561
131,3,6483
597,3,6933
2325,1,3011
1076,0,6046
2165,0,3171
1360,1,3105
437,3,6920
2182,0,86
2335,0,7389
2579,0,4134
2579,0,3533
607,3,6534
705,1,3092
2485,1,2880
2579,0,5168
2579,0,4915
6477,4,7109
2872,2,573
1181,1,3060
511,3,6426
2847,2,412
194,3,6960
2279,0,46
335,3,6595
616,3,6419
374,3,6564
1927,1,2880
2284,0,7270
404,3,6695
107,3,6286
918,1,3112
612,3,6399
607,3,6180
3055,2,633
111,3,6927
339,3,6652
2579,0,4870
419,3,6470
266,3,6430
2085,1,3080
105,3,6554
1849,0,5950
437,3,6943
2579,0,5486
6715,4,7109
1830,1,2942
620,3,6649
2896,2,484
6706,4,6037
2556,1,3064
918,0,7014
105,3,6284
1914,1,3000
1291,0,6071
2333,0,7389
494,3,6945
333,3,6872
2489,1,2951
168,3,6177
2579,0,4599
2316,0,5937
413,3,6598
163,3,6766
782,1,3064
2619,0,7091
2579,0,5394
2765,2,395
131,3,6292
335,3,6767
1154,0,5902
2870,2,498
2895,2,535
983,0,3264
2579,0,5127
761,1,2850
1753,0,3365
1199,1,2951
6605,4,3145
2881,2,341
629,3,6691
2886,2,627
667,1,3064
417,3,6615
2579,0,5354
607,3,6595
2829,2,630
2579,0,4902
6670,4,5941
2579,0,3429
1519,0,7217
2579,0,4850
6495,4,47
2579,0,3504
1667,0,6071
516,3,6333
2579,0,5238
633,3,6682
568,3,6751
2126,0,7003
6677,4,3223
2822,2,131
254,3,6551
278,3,6378
618,3,6900
2579,0,5764
230,3,6554
587,3,6621
1431,1,2894
230,3,6935
494,3,6914
2847,2,105
409,3,6632
1221,0,6078
204,3,6358
568,3,6780
2696,2,307
629,3,6671
556,3,6292
634,3,6627
905,1,3112
2579,0,3563
497,3,6612
2259,1,2849
2579,0,4021
2579,0,4702
474,3,6919
1649,1,3087
258,3,6452
6356,4,37
6765,4,6087
3041,2,116
2317,1,2838
1027,1,3044
1199,0,3265
670,0,7264
6771,4,7109
278,3,6434
2579,0,5674
2579,0,3676
6870,4,47
296,3,6795
844,1,2959
2579,0,3551
201,3,6299
2579,0,3488
2579,0,5520
1118,0,7246
2578,1,2895
1333,1,2883
6436,4,6037
2579,0,4501
278,3,6267
6201,4,5905
1694,1,2767
6266,4,7108
6865,4,6030
611,3,6519
2002,0,7392
2953,2,123
6485,4,7108
155,3,6440
2579,0,3763
120,3,6767
2579,0,4006
2579,0,3707
2848,2,288
1038,0,5898
2579,0,5188
263,3,6487
2760,2,332
624,3,6292
2303,1,3077
2579,0,5412
228,3,6285
2839,2,148
120,3,6243
178,3,6690
2277,0,6074
962,0,3264
6441,4,5941
2884,2,221
2120,1,2979
465,3,6389
2492,1,2914
2198,1,2848
2903,2,580
3037,2,116
487,3,6910
181,3,6945
6274,4,3163
902,1,3112
2579,0,5265
149,3,6409
383,3,6601
759,0,6023
2345,1,3001
2579,0,4357
2385,1,2888
2791,2,118
1974,1,3105
6524,4,7109
2097,0,7124
271,3,6717
2579,0,5295
258,3,6728
156,3,6928
620,3,6554
3045,2,456
6904,4,6037
2579,0,4074
569,3,6671
2579,0,4358
634,3,6236
277,3,6767
152,3,6956
285,3,6728
164,3,6783
1985,1,3064
486,3,6898
641,3,6950
1924,1,2894
6771,4,7108
6617,4,54
1394,0,3367
2579,0,4010
1244,0,6073
6681,4,7109
1280,0,3248
252,3,6325
2579,0,3694
641,3,6635
2457,0,6074
497,3,6476
2579,0,3648
1950,1,2880
2636,1,3064
2579,0,3583
798,1,2709
1253,1,2880
216,3,6452
2579,0,5566
2579,0,3839
6544,4,3229
1893,1,2894
486,3,6799
235,3,6271
2579,0,3814
527,3,6795
1100,0,3253
568,3,6358
2579,0,4708
6748,4,6016
626,3,6334
2301,0,7375
3055,2,148
507,3,6350
6970,4,6139
6444,4,5905
950,1,2805
2234,0,7364
2579,0,4464
3041,2,295
1765,1,2880
485,3,6538
570,3,6302
2248,1,2712
134,3,6286
410,3,6257
6312,4,7108
2579,0,3752
1917,1,2873
2534,1,2848
1860,1,2873
2579,0,5669
486,3,6200
2008,0,7399
1221,1,3087
104,3,6483
629,3,6431
295,3,6454
518,3,6364
336,3,6490
1430,0,6005
523,3,6175
2211,1,2702
1619,0,3210
568,3,6963
2579,0,3844
497,3,6495
6201,4,5918
1845,1,2880
230,3,6649
968,0,3264
2579,0,4995
6450,4,71
997,0,3264
2579,0,5027
6284,4,71
639,3,6671
498,3,6698
555,3,6497
195,3,6682
3038,2,237
2579,0,4623
618,3,6632
601,3,6549
518,3,6562
184,3,6611
1972,1,2882
416,3,6718
1734,1,3088
2579,0,3898
1545,1,2979
1489,0,7364
855,1,2991
125,3,6764
2293,0,7393
815,0,7287
191,3,6343
3041,2,638
568,3,6330
1886,0,6001
474,3,6419
183,3,6697
6971,4,5941
6309,4,37
1236,1,3064
97,3,6817
1643,1,2849
2579,0,3926
2579,0,5040
585,3,6683
2579,0,3434
2001,0,3391
854,1,3092
2579,0,5323
2579,0,5751
622,3,6660
2579,0,3825
132,3,6849
2202,0,6152
2579,0,5717
6900,4,3145
2660,0,7494
182,3,6611
6366,4,7108
1954,1,2713
2882,2,581
618,3,6271
588,3,6496
2601,0,7194
655,3,6398
2579,0,5207
2579,0,4213
2579,0,4984
503,3,6177
1907,1,2880
2579,0,5447
2579,0,5220
437,3,6271
2639,0,3305
510,3,6195
569,3,6456
2579,0,4616
479,3,6634
178,3,6674
2944,2,434
1244,0,6075
1479,1,3087
2579,0,4573
535,3,6170
3020,2,260
480,3,6332
3047,2,572
6310,4,54
510,3,6368
287,3,6359
983,1,3087
1044,0,3307
2200,1,2847
195,3,6520
2755,2,479
634,3,6271
3046,2,126
258,3,6617
2741,2,608
451,3,6606
1182,1,3087
2616,0,6039
624,3,6479
1112,1,3064
1904,0,5975
2579,0,4857
172,3,6944
510,3,6958
615,3,6697
189,3,6466
2303,0,5937
1101,1,2735
2123,0,7382
2579,0,3805
479,3,6899
354,3,6453
1499,0,6035
599,3,6319
230,3,6286
2579,0,5398
2343,0,6080
2579,0,4848
570,3,6247
549,3,6512
2579,0,3608
153,3,6751
2579,0,4005
2127,0,6990
2613,0,3297
1529,0,3195
429,3,6401
278,3,6576
1918,0,5985
479,3,6281
2848,2,126
325,3,6218
760,1,2957
2579,0,4073
2486,0,7380
2579,0,4609
2579,0,5668
2060,1,3087
584,3,6963
2266,0,3327
2410,1,2842
2579,0,4687
535,3,6683
1128,0,7186
108,3,6748
2050,1,3064
1907,0,5996
2896,2,450
467,3,6867
161,3,6772
842,0,7473
6282,4,7108
2709,2,96
441,3,6518
472,3,6767
169,3,6490
102,3,6466
6254,4,6087
581,3,6821
169,3,6617
2579,0,4056
2579,0,4218
780,0,3167
1017,0,7496
2579,0,4451
1740,0,6110
383,3,6507
1948,1,2848
634,3,6898
853,1,3087
2033,1,2926
339,3,6485
261,3,6893
2696,2,101
2655,1,3105
2462,1,2923
505,3,6249
2224,1,2959
1157,1,2951
380,3,6422
2579,0,3786
508,3,6326
479,3,6632
1473,0,7364
704,1,3092
618,3,6634
510,3,6744
6445,4,71
2579,0,4958
496,3,6511
389,3,6502
793,0,5916
234,3,6705
2929,2,284
451,3,6588
164,3,6196
943,0,6021
1613,1,2979
2132,0,39
2579,0,3536
583,3,6175
655,3,6191
2579,0,5058
2579,0,5097
6343,4,3244
2579,0,4833
135,3,6479
580,3,6452
164,3,6961
2579,0,3987
2579,0,5736
1251,0,5894
228,3,6482
2838,2,367
2579,0,5279
940,1,2941
356,3,6853
2886,2,489
2579,0,4587
107,3,6483
2582,0,6997
2579,0,3888
2613,0,3296
3045,2,464
2983,2,429
2579,0,5411
6506,4,6090
2579,0,4566
603,3,6413
382,3,6612
614,3,6613
178,3,6671
2579,0,5441
1079,1,3091
1791,0,5993
2659,1,3005
2579,0,4889
2063,1,3087
547,3,6515
2080,1,3004
2579,0,4668
2579,0,3946
481,3,6827
340,3,6490
483,3,6790
2086,0,7342
569,3,6367
297,3,6875
6638,4,6037
1817,0,5998
6502,4,3363
2579,0,5102
1015,1,2951
2199,0,6154
2579,0,4345
2579,0,4145
1361,0,7364
6696,4,84
601,3,6496
2579,0,4770
1012,1,3105
2692,2,179
859,1,3064
351,3,6502
491,3,6319
1707,0,3227
876,1,3112
584,3,6419
1869,0,5967
2894,2,217
2579,0,3837
3001,2,203
894,0,6974
2734,2,555
1937,0,7279
2848,2,316
234,3,6797
171,3,6942
1943,0,7233
2378,1,2971
2835,2,266
2440,0,7367
2499,0,3124
2579,0,5508
1114,1,2942
2579,0,3838
2579,0,3764
2579,0,5558
2579,0,4847
476,3,6548
2579,0,5621
2579,0,4315
2418,1,3087
2579,0,5562
1843,1,2880
2368,1,3092
2579,0,4181
2579,0,3666
204,3,6800
2681,0,660
1272,0,3206
234,3,6417
105,3,6292
366,3,6912
457,3,6628
6749,4,3183
607,3,6586
168,3,6464
888,1,2979
2579,0,4167
634,3,6263
2847,2,642
112,3,6487
174,3,6764
737,0,7149
2069,1,2932
619,3,6584
189,3,6794
382,3,6642
1920,1,2873
1859,1,2880
251,3,6649
429,3,6707
2579,0,3813
581,3,6600
333,3,6874
201,3,6297
1152,0,5902
2792,2,178
2322,0,5937
6690,4,5941
268,3,6577
2006,0,5934
2016,0,7223
2579,0,5582
3019,2,484
111,3,6669
514,3,6389
485,3,6303
448,3,6435
2799,2,608
2750,2,611
485,3,6200
589,3,6944
6768,4,37
357,3,6284
2579,0,4198
1999,0,7315
1865,1,2880
2579,0,4362
2838,2,644
993,0,3264
2579,0,5391
507,3,6833
683,1,3112
2579,0,5503
3049,2,642
399,3,6240
6178,4,6016
1751,1,2805
235,3,6963
967,0,3264
546,3,6919
2136,0,7425
2983,2,625
360,3,6659
242,3,6292
634,3,6196
340,3,6648
2280,0,3365
6172,4,5941
762,0,3170
258,3,6778
437,3,6919
2579,0,4329
1371,0,3171
303,3,6556
1807,1,2848
2244,1,3087
2579,0,4143
2579,0,5575
487,3,6190
587,3,6768
2039,0,7421
199,3,6350
2579,0,4632
6796,4,54
2848,2,286
1084,1,3064
2579,0,5431
618,3,6534
1923,1,2880
555,3,6284
2802,2,149
6604,4,3183
641,3,6606
2324,0,5937
701,1,3092
6769,4,54
188,3,6255
443,3,6652
2521,0,3124
6916,4,6037
267,3,6765
592,3,6599
112,3,6709
174,3,6578
1433,1,2894
2828,2,639
2058,0,7449
243,3,6944
1931,1,2873
1349,0,81
2203,0,6156
6764,4,5918
3036,2,284
